pickup_community_area,hour,demand,assigned_taxis,served_trips,unmet_trips
33,0,4.502,3,4.502,0.0
33,1,2.692,2,2.692,0.0
33,2,2.024,2,2.024,0.0
33,3,2.042,2,2.042,0.0
33,4,3.101,2,3.101,0.0
33,5,5.396,3,5.396,0.0
33,6,11.651,6,11.651,0.0
33,7,19.115,10,19.115,0.0
33,8,26.36,14,26.36,0.0
33,9,29.371,15,29.371,0.0
33,10,32.885,17,32.885,0.0
33,11,41.878,21,41.878,0.0
33,12,49.649,25,49.649,0.0
33,13,51.3,26,51.3,0.0
33,14,55.293,28,55.293,0.0
33,15,58.186,30,58.186,0.0
33,16,58.764,30,58.764,0.0
33,17,55.205,28,55.205,0.0
33,18,45.962,23,45.962,0.0
33,19,29.239,15,29.239,0.0
33,20,17.954,9,17.954,0.0
33,21,12.921,7,12.921,0.0
33,22,10.517,6,10.517,0.0
33,23,8.279,5,8.279,0.0
34,0,1.582,1,1.582,0.0
34,1,1.477,1,1.477,0.0
34,2,1.247,1,1.247,0.0
34,3,1.553,1,1.553,0.0
34,4,1.463,1,1.463,0.0
34,5,1.726,1,1.726,0.0
34,6,1.666,1,1.666,0.0
34,7,1.877,1,1.877,0.0
34,8,2.124,2,2.124,0.0
34,9,2.58,2,2.58,0.0
34,10,3.02,2,3.02,0.0
34,11,3.357,2,3.357,0.0
34,12,3.289,2,3.289,0.0
34,13,3.053,2,3.053,0.0
34,14,3.036,2,3.036,0.0
34,15,2.827,2,2.827,0.0
34,16,2.823,2,2.823,0.0
34,17,2.735,2,2.735,0.0
34,18,2.691,2,2.691,0.0
34,19,2.424,2,2.424,0.0
34,20,2.481,2,2.481,0.0
34,21,2.901,2,2.901,0.0
34,22,2.513,2,2.513,0.0
34,23,1.982,1,1.982,0.0
35,0,1.467,1,1.467,0.0
35,1,1.262,1,1.262,0.0
35,2,1.152,1,1.152,0.0
35,3,1.256,1,1.256,0.0
35,4,1.373,1,1.373,0.0
35,5,1.59,1,1.59,0.0
35,6,2.276,2,2.276,0.0
35,7,3.527,2,3.527,0.0
35,8,6.816,4,6.816,0.0
35,9,8.36,5,8.36,0.0
35,10,9.987,5,9.987,0.0
35,11,11.289,6,11.289,0.0
35,12,11.726,6,11.726,0.0
35,13,10.852,6,10.852,0.0
35,14,10.954,6,10.954,0.0
35,15,9.4,5,9.4,0.0
35,16,7.94,4,7.94,0.0
35,17,6.358,4,6.358,0.0
35,18,5.682,3,5.682,0.0
35,19,4.324,3,4.324,0.0
35,20,3.398,2,3.398,0.0
35,21,2.789,2,2.789,0.0
35,22,3.358,2,3.358,0.0
35,23,2.154,2,2.154,0.0
36,0,1.146,1,1.146,0.0
36,1,1.125,1,1.125,0.0
36,2,1.094,1,1.094,0.0
36,3,1.0,1,1.0,0.0
36,4,1.091,1,1.091,0.0
36,5,1.417,1,1.417,0.0
36,6,1.576,1,1.576,0.0
36,7,1.925,1,1.925,0.0
36,8,2.604,2,2.604,0.0
36,9,3.458,2,3.458,0.0
36,10,4.589,3,4.589,0.0
36,11,4.336,3,4.336,0.0
36,12,4.047,3,4.047,0.0
36,13,3.238,2,3.238,0.0
36,14,3.097,2,3.097,0.0
36,15,3.176,2,3.176,0.0
36,16,2.643,2,2.643,0.0
36,17,2.428,2,2.428,0.0
36,18,2.295,2,2.295,0.0
36,19,1.87,1,1.87,0.0
36,20,1.612,1,1.612,0.0
36,21,1.415,1,1.415,0.0
36,22,1.48,1,1.48,0.0
36,23,1.327,1,1.327,0.0
37,0,1.297,1,1.297,0.0
37,1,1.176,1,1.176,0.0
37,2,1.129,1,1.129,0.0
37,3,1.571,1,1.571,0.0
37,4,1.458,1,1.458,0.0
37,5,1.317,1,1.317,0.0
37,6,1.221,1,1.221,0.0
37,7,1.476,1,1.476,0.0
37,8,1.738,1,1.738,0.0
37,9,1.942,1,1.942,0.0
37,10,2.223,2,2.223,0.0
37,11,2.49,2,2.49,0.0
37,12,2.441,2,2.441,0.0
37,13,2.699,2,2.699,0.0
37,14,2.694,2,2.694,0.0
37,15,2.139,2,2.139,0.0
37,16,1.742,1,1.742,0.0
37,17,1.731,1,1.731,0.0
37,18,1.754,1,1.754,0.0
37,19,1.654,1,1.654,0.0
37,20,1.738,1,1.738,0.0
37,21,1.616,1,1.616,0.0
37,22,1.818,1,1.818,0.0
37,23,1.78,1,1.78,0.0
38,0,1.373,1,1.373,0.0
38,1,1.163,1,1.163,0.0
38,2,1.074,1,1.074,0.0
38,3,1.346,1,1.346,0.0
38,4,1.259,1,1.259,0.0
38,5,1.633,1,1.633,0.0
38,6,2.17,2,2.17,0.0
38,7,3.931,2,3.931,0.0
38,8,7.385,4,7.385,0.0
38,9,8.247,5,8.247,0.0
38,10,9.978,5,9.978,0.0
38,11,10.077,6,10.077,0.0
38,12,9.504,5,9.504,0.0
38,13,9.371,5,9.371,0.0
38,14,8.923,5,8.923,0.0
38,15,7.678,4,7.678,0.0
38,16,7.035,4,7.035,0.0
38,17,6.059,4,6.059,0.0
38,18,4.712,3,4.712,0.0
38,19,3.976,2,3.976,0.0
38,20,2.844,2,2.844,0.0
38,21,2.566,2,2.566,0.0
38,22,2.094,2,2.094,0.0
38,23,1.824,1,1.824,0.0
39,0,1.35,1,1.35,0.0
39,1,1.149,1,1.149,0.0
39,2,1.053,1,1.053,0.0
39,3,1.096,1,1.096,0.0
39,4,1.377,1,1.377,0.0
39,5,1.412,1,1.412,0.0
39,6,2.428,2,2.428,0.0
39,7,3.563,2,3.563,0.0
39,8,5.384,3,5.384,0.0
39,9,6.989,4,6.989,0.0
39,10,7.735,4,7.735,0.0
39,11,8.282,5,8.282,0.0
39,12,7.956,4,7.956,0.0
39,13,7.346,4,7.346,0.0
39,14,7.048,4,7.048,0.0
39,15,6.098,4,6.098,0.0
39,16,5.705,3,5.705,0.0
39,17,4.893,3,4.893,0.0
39,18,4.167,3,4.167,0.0
39,19,3.307,2,3.307,0.0
39,20,2.453,2,2.453,0.0
39,21,2.031,2,2.031,0.0
39,22,1.791,1,1.791,0.0
39,23,1.735,1,1.735,0.0
40,0,1.122,1,1.122,0.0
40,1,1.032,1,1.032,0.0
40,2,1.0,1,1.0,0.0
40,3,1.118,1,1.118,0.0
40,4,1.029,1,1.029,0.0
40,5,1.15,1,1.15,0.0
40,6,1.365,1,1.365,0.0
40,7,1.868,1,1.868,0.0
40,8,2.393,2,2.393,0.0
40,9,2.356,2,2.356,0.0
40,10,2.51,2,2.51,0.0
40,11,2.391,2,2.391,0.0
40,12,2.393,2,2.393,0.0
40,13,2.379,2,2.379,0.0
40,14,2.355,2,2.355,0.0
40,15,2.302,2,2.302,0.0
40,16,2.028,2,2.028,0.0
40,17,1.804,1,1.804,0.0
40,18,1.799,1,1.799,0.0
40,19,1.619,1,1.619,0.0
40,20,1.631,1,1.631,0.0
40,21,1.435,1,1.435,0.0
40,22,1.336,1,1.336,0.0
40,23,1.273,1,1.273,0.0
41,0,1.433,1,1.433,0.0
41,1,1.183,1,1.183,0.0
41,2,1.2,1,1.2,0.0
41,3,1.172,1,1.172,0.0
41,4,1.267,1,1.267,0.0
41,5,1.511,1,1.511,0.0
41,6,2.521,2,2.521,0.0
41,7,4.016,3,4.016,0.0
41,8,7.323,4,7.323,0.0
41,9,8.484,5,8.484,0.0
41,10,9.0,5,9.0,0.0
41,11,10.58,6,10.58,0.0
41,12,12.426,7,12.426,0.0
41,13,14.128,8,14.128,0.0
41,14,16.093,9,16.093,0.0
41,15,17.388,9,17.388,0.0
41,16,16.925,9,16.925,0.0
41,17,11.861,6,11.861,0.0
41,18,7.284,4,7.284,0.0
41,19,4.472,3,4.472,0.0
41,20,3.184,2,3.184,0.0
41,21,2.982,2,2.982,0.0
41,22,2.251,2,2.251,0.0
41,23,1.837,1,1.837,0.0
42,0,1.133,1,1.133,0.0
42,1,1.11,1,1.11,0.0
42,2,1.075,1,1.075,0.0
42,3,1.063,1,1.063,0.0
42,4,1.097,1,1.097,0.0
42,5,1.211,1,1.211,0.0
42,6,1.696,1,1.696,0.0
42,7,2.44,2,2.44,0.0
42,8,3.103,2,3.103,0.0
42,9,3.873,2,3.873,0.0
42,10,4.627,3,4.627,0.0
42,11,5.006,3,5.006,0.0
42,12,4.522,3,4.522,0.0
42,13,4.353,3,4.353,0.0
42,14,4.665,3,4.665,0.0
42,15,4.024,3,4.024,0.0
42,16,3.498,2,3.498,0.0
42,17,3.111,2,3.111,0.0
42,18,2.746,2,2.746,0.0
42,19,2.235,2,2.235,0.0
42,20,1.903,1,1.903,0.0
42,21,1.702,1,1.702,0.0
42,22,1.47,1,1.47,0.0
42,23,1.345,1,1.345,0.0
43,0,1.346,1,1.346,0.0
43,1,1.213,1,1.213,0.0
43,2,1.357,1,1.357,0.0
43,3,1.338,1,1.338,0.0
43,4,1.955,1,1.955,0.0
43,5,2.38,2,2.38,0.0
43,6,4.426,3,4.426,0.0
43,7,6.226,4,6.226,0.0
43,8,6.068,4,6.068,0.0
43,9,7.555,4,7.555,0.0
43,10,8.653,5,8.653,0.0
43,11,8.172,5,8.172,0.0
43,12,8.45,5,8.45,0.0
43,13,9.073,5,9.073,0.0
43,14,7.886,4,7.886,0.0
43,15,7.413,4,7.413,0.0
43,16,6.596,4,6.596,0.0
43,17,5.739,3,5.739,0.0
43,18,4.946,3,4.946,0.0
43,19,3.876,2,3.876,0.0
43,20,2.988,2,2.988,0.0
43,21,2.88,2,2.88,0.0
43,22,2.046,2,2.046,0.0
43,23,1.55,1,1.55,0.0
44,0,1.552,1,1.552,0.0
44,1,1.396,1,1.396,0.0
44,2,1.435,1,1.435,0.0
44,3,1.297,1,1.297,0.0
44,4,2.277,2,2.277,0.0
44,5,2.197,2,2.197,0.0
44,6,4.433,3,4.433,0.0
44,7,4.362,3,4.362,0.0
44,8,5.084,3,5.084,0.0
44,9,6.204,4,6.204,0.0
44,10,7.532,4,7.532,0.0
44,11,8.525,5,8.525,0.0
44,12,8.193,5,8.193,0.0
44,13,7.256,4,7.256,0.0
44,14,7.22,4,7.22,0.0
44,15,6.287,4,6.287,0.0
44,16,5.679,3,5.679,0.0
44,17,4.974,3,4.974,0.0
44,18,4.836,3,4.836,0.0
44,19,4.356,3,4.356,0.0
44,20,3.496,2,3.496,0.0
44,21,3.159,2,3.159,0.0
44,22,2.797,2,2.797,0.0
44,23,2.194,2,2.194,0.0
45,0,1.026,1,1.026,0.0
45,1,1.038,1,1.038,0.0
45,2,1.05,1,1.05,0.0
45,3,1.0,1,1.0,0.0
45,4,1.176,1,1.176,0.0
45,5,1.08,1,1.08,0.0
45,6,1.176,1,1.176,0.0
45,7,1.527,1,1.527,0.0
45,8,1.708,1,1.708,0.0
45,9,1.823,1,1.823,0.0
45,10,1.838,1,1.838,0.0
45,11,1.844,1,1.844,0.0
45,12,1.734,1,1.734,0.0
45,13,1.814,1,1.814,0.0
45,14,1.734,1,1.734,0.0
45,15,1.903,1,1.903,0.0
45,16,1.526,1,1.526,0.0
45,17,1.775,1,1.775,0.0
45,18,1.537,1,1.537,0.0
45,19,1.36,1,1.36,0.0
45,20,1.262,1,1.262,0.0
45,21,1.225,1,1.225,0.0
45,22,1.192,1,1.192,0.0
45,23,1.122,1,1.122,0.0
46,0,1.095,1,1.095,0.0
46,1,1.108,1,1.108,0.0
46,2,1.0,1,1.0,0.0
46,3,1.023,1,1.023,0.0
46,4,1.242,1,1.242,0.0
46,5,1.368,1,1.368,0.0
46,6,2.086,2,2.086,0.0
46,7,2.042,2,2.042,0.0
46,8,2.589,2,2.589,0.0
46,9,3.063,2,3.063,0.0
46,10,3.233,2,3.233,0.0
46,11,3.209,2,3.209,0.0
46,12,3.443,2,3.443,0.0
46,13,3.389,2,3.389,0.0
46,14,2.943,2,2.943,0.0
46,15,2.948,2,2.948,0.0
46,16,2.695,2,2.695,0.0
46,17,2.311,2,2.311,0.0
46,18,2.106,2,2.106,0.0
46,19,1.971,1,1.971,0.0
46,20,1.835,1,1.835,0.0
46,21,1.559,1,1.559,0.0
46,22,1.378,1,1.378,0.0
46,23,1.185,1,1.185,0.0
47,0,1.0,1,1.0,0.0
47,1,1.0,1,1.0,0.0
47,2,1.0,1,1.0,0.0
47,3,1.25,1,1.25,0.0
47,4,1.0,1,1.0,0.0
47,5,1.039,1,1.039,0.0
47,6,1.097,1,1.097,0.0
47,7,1.2,1,1.2,0.0
47,8,1.211,1,1.211,0.0
47,9,1.316,1,1.316,0.0
47,10,1.433,1,1.433,0.0
47,11,1.453,1,1.453,0.0
47,12,1.382,1,1.382,0.0
47,13,1.173,1,1.173,0.0
47,14,1.426,1,1.426,0.0
47,15,1.547,1,1.547,0.0
47,16,1.269,1,1.269,0.0
47,17,1.296,1,1.296,0.0
47,18,1.092,1,1.092,0.0
47,19,1.14,1,1.14,0.0
47,20,1.077,1,1.077,0.0
47,21,1.053,1,1.053,0.0
47,22,1.077,1,1.077,0.0
47,23,1.0,1,1.0,0.0
48,0,1.077,1,1.077,0.0
48,1,1.051,1,1.051,0.0
48,2,1.0,1,1.0,0.0
48,3,1.017,1,1.017,0.0
48,4,1.145,1,1.145,0.0
48,5,1.224,1,1.224,0.0
48,6,1.568,1,1.568,0.0
48,7,1.796,1,1.796,0.0
48,8,2.295,2,2.295,0.0
48,9,2.437,2,2.437,0.0
48,10,2.226,2,2.226,0.0
48,11,2.197,2,2.197,0.0
48,12,2.167,2,2.167,0.0
48,13,2.137,2,2.137,0.0
48,14,2.459,2,2.459,0.0
48,15,2.056,2,2.056,0.0
48,16,1.749,1,1.749,0.0
48,17,1.895,1,1.895,0.0
48,18,1.678,1,1.678,0.0
48,19,1.487,1,1.487,0.0
48,20,1.343,1,1.343,0.0
48,21,1.259,1,1.259,0.0
48,22,1.185,1,1.185,0.0
48,23,1.061,1,1.061,0.0
49,0,1.284,1,1.284,0.0
49,1,1.211,1,1.211,0.0
49,2,1.157,1,1.157,0.0
49,3,1.16,1,1.16,0.0
49,4,1.207,1,1.207,0.0
49,5,2.317,2,2.317,0.0
49,6,2.945,2,2.945,0.0
49,7,3.01,2,3.01,0.0
49,8,4.071,3,4.071,0.0
49,9,3.624,2,3.624,0.0
49,10,4.009,3,4.009,0.0
49,11,4.154,3,4.154,0.0
49,12,3.974,2,3.974,0.0
49,13,3.744,2,3.744,0.0
49,14,3.998,2,3.998,0.0
49,15,3.012,2,3.012,0.0
49,16,2.92,2,2.92,0.0
49,17,2.782,2,2.782,0.0
49,18,3.022,2,3.022,0.0
49,19,2.205,2,2.205,0.0
49,20,1.919,1,1.919,0.0
49,21,2.007,2,2.007,0.0
49,22,1.767,1,1.767,0.0
49,23,1.555,1,1.555,0.0
50,0,1.144,1,1.144,0.0
50,1,1.07,1,1.07,0.0
50,2,1.067,1,1.067,0.0
50,3,1.088,1,1.088,0.0
50,4,1.056,1,1.056,0.0
50,5,1.173,1,1.173,0.0
50,6,1.322,1,1.322,0.0
50,7,1.403,1,1.403,0.0
50,8,1.714,1,1.714,0.0
50,9,2.023,2,2.023,0.0
50,10,2.464,2,2.464,0.0
50,11,2.61,2,2.61,0.0
50,12,2.823,2,2.823,0.0
50,13,2.669,2,2.669,0.0
50,14,2.387,2,2.387,0.0
50,15,2.238,2,2.238,0.0
50,16,2.131,2,2.131,0.0
50,17,2.071,2,2.071,0.0
50,18,1.979,1,1.979,0.0
50,19,1.911,1,1.911,0.0
50,20,1.772,1,1.772,0.0
50,21,1.62,1,1.62,0.0
50,22,1.656,1,1.656,0.0
50,23,1.317,1,1.317,0.0
51,0,1.185,1,1.185,0.0
51,1,1.083,1,1.083,0.0
51,2,1.053,1,1.053,0.0
51,3,1.012,1,1.012,0.0
51,4,1.275,1,1.275,0.0
51,5,1.373,1,1.373,0.0
51,6,1.474,1,1.474,0.0
51,7,1.777,1,1.777,0.0
51,8,2.058,2,2.058,0.0
51,9,2.018,2,2.018,0.0
51,10,2.175,2,2.175,0.0
51,11,2.691,2,2.691,0.0
51,12,2.612,2,2.612,0.0
51,13,2.551,2,2.551,0.0
51,14,2.636,2,2.636,0.0
51,15,2.132,2,2.132,0.0
51,16,2.091,2,2.091,0.0
51,17,2.016,2,2.016,0.0
51,18,1.956,1,1.956,0.0
51,19,1.656,1,1.656,0.0
51,20,1.462,1,1.462,0.0
51,21,1.472,1,1.472,0.0
51,22,1.343,1,1.343,0.0
51,23,1.314,1,1.314,0.0
52,0,1.043,1,1.043,0.0
52,1,1.029,1,1.029,0.0
52,2,1.087,1,1.087,0.0
52,3,1.065,1,1.065,0.0
52,4,1.022,1,1.022,0.0
52,5,1.109,1,1.109,0.0
52,6,1.095,1,1.095,0.0
52,7,1.16,1,1.16,0.0
52,8,1.233,1,1.233,0.0
52,9,1.357,1,1.357,0.0
52,10,1.452,1,1.452,0.0
52,11,1.463,1,1.463,0.0
52,12,1.458,1,1.458,0.0
52,13,1.537,1,1.537,0.0
52,14,1.584,1,1.584,0.0
52,15,1.702,1,1.702,0.0
52,16,1.467,1,1.467,0.0
52,17,1.551,1,1.551,0.0
52,18,1.498,1,1.498,0.0
52,19,1.382,1,1.382,0.0
52,20,1.287,1,1.287,0.0
52,21,1.257,1,1.257,0.0
52,22,1.197,1,1.197,0.0
52,23,1.173,1,1.173,0.0
53,0,1.408,1,1.408,0.0
53,1,1.163,1,1.163,0.0
53,2,1.048,1,1.048,0.0
53,3,1.256,1,1.256,0.0
53,4,1.805,1,1.805,0.0
53,5,2.232,2,2.232,0.0
53,6,2.069,2,2.069,0.0
53,7,2.825,2,2.825,0.0
53,8,2.853,2,2.853,0.0
53,9,3.696,2,3.696,0.0
53,10,4.615,3,4.615,0.0
53,11,4.827,3,4.827,0.0
53,12,4.646,3,4.646,0.0
53,13,4.2,3,4.2,0.0
53,14,3.798,2,3.798,0.0
53,15,3.725,2,3.725,0.0
53,16,3.391,2,3.391,0.0
53,17,2.962,2,2.962,0.0
53,18,2.84,2,2.84,0.0
53,19,2.533,2,2.533,0.0
53,20,2.247,2,2.247,0.0
53,21,2.156,2,2.156,0.0
53,22,2.081,2,2.081,0.0
53,23,1.933,1,1.933,0.0
54,0,1.108,1,1.108,0.0
54,1,1.0,1,1.0,0.0
54,2,1.0,1,1.0,0.0
54,3,1.0,1,1.0,0.0
54,4,1.128,1,1.128,0.0
54,5,1.175,1,1.175,0.0
54,6,1.527,1,1.527,0.0
54,7,1.645,1,1.645,0.0
54,8,1.484,1,1.484,0.0
54,9,1.832,1,1.832,0.0
54,10,2.02,2,2.02,0.0
54,11,2.075,2,2.075,0.0
54,12,2.05,2,2.05,0.0
54,13,1.976,1,1.976,0.0
54,14,1.87,1,1.87,0.0
54,15,1.71,1,1.71,0.0
54,16,1.523,1,1.523,0.0
54,17,1.473,1,1.473,0.0
54,18,1.395,1,1.395,0.0
54,19,1.269,1,1.269,0.0
54,20,1.33,1,1.33,0.0
54,21,1.399,1,1.399,0.0
54,22,1.371,1,1.371,0.0
54,23,1.181,1,1.181,0.0
55,0,1.05,1,1.05,0.0
55,1,1.0,1,1.0,0.0
55,2,1.0,1,1.0,0.0
55,3,1.0,1,1.0,0.0
55,4,1.0,1,1.0,0.0
55,5,1.029,1,1.029,0.0
55,6,1.371,1,1.371,0.0
55,7,1.333,1,1.333,0.0
55,8,1.445,1,1.445,0.0
55,9,1.441,1,1.441,0.0
55,10,1.512,1,1.512,0.0
55,11,1.646,1,1.646,0.0
55,12,1.648,1,1.648,0.0
55,13,1.633,1,1.633,0.0
55,14,1.554,1,1.554,0.0
55,15,1.481,1,1.481,0.0
55,16,1.407,1,1.407,0.0
55,17,1.449,1,1.449,0.0
55,18,1.507,1,1.507,0.0
55,19,1.48,1,1.48,0.0
55,20,1.276,1,1.276,0.0
55,21,1.199,1,1.199,0.0
55,22,1.174,1,1.174,0.0
55,23,1.036,1,1.036,0.0
56,0,17.465,9,17.465,0.0
56,1,11.492,6,11.492,0.0
56,2,6.372,4,6.372,0.0
56,3,3.509,2,3.509,0.0
56,4,2.227,2,2.227,0.0
56,5,2.783,2,2.783,0.0
56,6,4.386,3,4.386,0.0
56,7,11.839,6,11.839,0.0
56,8,21.367,11,21.367,0.0
56,9,28.909,15,28.909,0.0
56,10,29.998,15,29.998,0.0
56,11,28.276,15,28.276,0.0
56,12,33.095,17,33.095,0.0
56,13,36.026,19,36.026,0.0
56,14,35.7,18,35.7,0.0
56,15,35.57,18,35.57,0.0
56,16,34.673,18,34.673,0.0
56,17,37.305,19,37.305,0.0
56,18,37.6,19,37.6,0.0
56,19,35.98,18,35.98,0.0
56,20,36.192,19,36.192,0.0
56,21,33.583,17,33.583,0.0
56,22,32.45,17,32.45,0.0
56,23,25.744,13,25.744,0.0
57,0,1.031,1,1.031,0.0
57,1,1.062,1,1.062,0.0
57,2,1.0,1,1.0,0.0
57,3,1.0,1,1.0,0.0
57,4,1.0,1,1.0,0.0
57,5,1.0,1,1.0,0.0
57,6,1.095,1,1.095,0.0
57,7,1.089,1,1.089,0.0
57,8,1.222,1,1.222,0.0
57,9,1.164,1,1.164,0.0
57,10,1.227,1,1.227,0.0
57,11,1.307,1,1.307,0.0
57,12,1.264,1,1.264,0.0
57,13,1.295,1,1.295,0.0
57,14,1.221,1,1.221,0.0
57,15,1.181,1,1.181,0.0
57,16,1.184,1,1.184,0.0
57,17,1.148,1,1.148,0.0
57,18,1.131,1,1.131,0.0
57,19,1.148,1,1.148,0.0
57,20,1.226,1,1.226,0.0
57,21,1.228,1,1.228,0.0
57,22,1.229,1,1.229,0.0
57,23,1.091,1,1.091,0.0
58,0,1.0,1,1.0,0.0
58,1,1.095,1,1.095,0.0
58,2,1.067,1,1.067,0.0
58,3,1.05,1,1.05,0.0
58,4,1.02,1,1.02,0.0
58,5,1.061,1,1.061,0.0
58,6,1.171,1,1.171,0.0
58,7,1.146,1,1.146,0.0
58,8,1.776,1,1.776,0.0
58,9,1.47,1,1.47,0.0
58,10,1.542,1,1.542,0.0
58,11,1.674,1,1.674,0.0
58,12,1.379,1,1.379,0.0
58,13,1.52,1,1.52,0.0
58,14,1.378,1,1.378,0.0
58,15,1.242,1,1.242,0.0
58,16,1.277,1,1.277,0.0
58,17,1.18,1,1.18,0.0
58,18,1.127,1,1.127,0.0
58,19,1.081,1,1.081,0.0
58,20,1.056,1,1.056,0.0
58,21,1.134,1,1.134,0.0
58,22,1.107,1,1.107,0.0
58,23,1.17,1,1.17,0.0
59,0,1.067,1,1.067,0.0
59,1,1.0,1,1.0,0.0
59,2,1.182,1,1.182,0.0
59,3,1.0,1,1.0,0.0
59,4,1.0,1,1.0,0.0
59,5,1.059,1,1.059,0.0
59,6,1.169,1,1.169,0.0
59,7,1.307,1,1.307,0.0
59,8,5.689,3,5.689,0.0
59,9,8.231,5,8.231,0.0
59,10,7.152,4,7.152,0.0
59,11,7.376,4,7.376,0.0
59,12,3.019,2,3.019,0.0
59,13,6.601,4,6.601,0.0
59,14,4.284,3,4.284,0.0
59,15,1.834,1,1.834,0.0
59,16,1.34,1,1.34,0.0
59,17,1.335,1,1.335,0.0
59,18,1.301,1,1.301,0.0
59,19,1.3,1,1.3,0.0
59,20,1.261,1,1.261,0.0
59,21,1.177,1,1.177,0.0
59,22,1.157,1,1.157,0.0
59,23,1.115,1,1.115,0.0
60,0,1.217,1,1.217,0.0
60,1,1.304,1,1.304,0.0
60,2,1.238,1,1.238,0.0
60,3,1.073,1,1.073,0.0
60,4,1.062,1,1.062,0.0
60,5,1.135,1,1.135,0.0
60,6,1.183,1,1.183,0.0
60,7,1.237,1,1.237,0.0
60,8,1.384,1,1.384,0.0
60,9,1.498,1,1.498,0.0
60,10,1.584,1,1.584,0.0
60,11,1.627,1,1.627,0.0
60,12,1.687,1,1.687,0.0
60,13,1.645,1,1.645,0.0
60,14,1.812,1,1.812,0.0
60,15,1.653,1,1.653,0.0
60,16,1.739,1,1.739,0.0
60,17,1.538,1,1.538,0.0
60,18,1.472,1,1.472,0.0
60,19,1.353,1,1.353,0.0
60,20,1.289,1,1.289,0.0
60,21,1.214,1,1.214,0.0
60,22,1.426,1,1.426,0.0
60,23,1.409,1,1.409,0.0
61,0,1.053,1,1.053,0.0
61,1,1.053,1,1.053,0.0
61,2,1.0,1,1.0,0.0
61,3,1.059,1,1.059,0.0
61,4,1.048,1,1.048,0.0
61,5,1.048,1,1.048,0.0
61,6,1.113,1,1.113,0.0
61,7,1.154,1,1.154,0.0
61,8,1.486,1,1.486,0.0
61,9,1.654,1,1.654,0.0
61,10,1.939,1,1.939,0.0
61,11,1.97,1,1.97,0.0
61,12,2.12,2,2.12,0.0
61,13,2.143,2,2.143,0.0
61,14,2.046,2,2.046,0.0
61,15,1.93,1,1.93,0.0
61,16,1.784,1,1.784,0.0
61,17,1.653,1,1.653,0.0
61,18,1.528,1,1.528,0.0
61,19,1.508,1,1.508,0.0
61,20,1.298,1,1.298,0.0
61,21,1.204,1,1.204,0.0
61,22,1.07,1,1.07,0.0
61,23,1.149,1,1.149,0.0
62,0,1.099,1,1.099,0.0
62,1,1.029,1,1.029,0.0
62,2,1.0,1,1.0,0.0
62,3,1.0,1,1.0,0.0
62,4,1.018,1,1.018,0.0
62,5,1.022,1,1.022,0.0
62,6,1.0,1,1.0,0.0
62,7,1.088,1,1.088,0.0
62,8,1.081,1,1.081,0.0
62,9,1.161,1,1.161,0.0
62,10,1.176,1,1.176,0.0
62,11,1.276,1,1.276,0.0
62,12,1.245,1,1.245,0.0
62,13,1.261,1,1.261,0.0
62,14,1.154,1,1.154,0.0
62,15,1.145,1,1.145,0.0
62,16,1.181,1,1.181,0.0
62,17,1.164,1,1.164,0.0
62,18,1.149,1,1.149,0.0
62,19,1.171,1,1.171,0.0
62,20,1.168,1,1.168,0.0
62,21,1.22,1,1.22,0.0
62,22,1.146,1,1.146,0.0
62,23,1.101,1,1.101,0.0
63,0,1.059,1,1.059,0.0
63,1,1.143,1,1.143,0.0
63,2,1.125,1,1.125,0.0
63,3,1.0,1,1.0,0.0
63,4,1.0,1,1.0,0.0
63,5,1.0,1,1.0,0.0
63,6,1.118,1,1.118,0.0
63,7,1.049,1,1.049,0.0
63,8,1.033,1,1.033,0.0
63,9,1.124,1,1.124,0.0
63,10,1.15,1,1.15,0.0
63,11,1.151,1,1.151,0.0
63,12,1.113,1,1.113,0.0
63,13,1.175,1,1.175,0.0
63,14,1.154,1,1.154,0.0
63,15,1.146,1,1.146,0.0
63,16,1.118,1,1.118,0.0
63,17,1.129,1,1.129,0.0
63,18,1.084,1,1.084,0.0
63,19,1.12,1,1.12,0.0
63,20,1.0,1,1.0,0.0
63,21,1.077,1,1.077,0.0
63,22,1.095,1,1.095,0.0
63,23,1.0,1,1.0,0.0
64,0,1.147,1,1.147,0.0
64,1,1.136,1,1.136,0.0
64,2,1.077,1,1.077,0.0
64,3,1.0,1,1.0,0.0
64,4,1.029,1,1.029,0.0
64,5,1.0,1,1.0,0.0
64,6,1.077,1,1.077,0.0
64,7,1.124,1,1.124,0.0
64,8,1.267,1,1.267,0.0
64,9,1.214,1,1.214,0.0
64,10,1.289,1,1.289,0.0
64,11,1.277,1,1.277,0.0
64,12,1.202,1,1.202,0.0
64,13,1.201,1,1.201,0.0
64,14,1.203,1,1.203,0.0
64,15,1.172,1,1.172,0.0
64,16,1.117,1,1.117,0.0
64,17,1.184,1,1.184,0.0
64,18,1.11,1,1.11,0.0
64,19,1.141,1,1.141,0.0
64,20,1.138,1,1.138,0.0
64,21,1.123,1,1.123,0.0
64,22,1.104,1,1.104,0.0
64,23,1.103,1,1.103,0.0
65,0,1.188,1,1.188,0.0
65,1,1.273,1,1.273,0.0
65,2,1.167,1,1.167,0.0
65,3,1.0,1,1.0,0.0
65,4,1.0,1,1.0,0.0
65,5,1.0,1,1.0,0.0
65,6,1.111,1,1.111,0.0
